Date-Hour(NMT),WindSpeed,Sunshine,AirPressure,Radiation,AirTemperature,RelativeAirHumidity,SystemProduction
25.07.2017-19:00,1.9,60,1010.4,226.7,22.2,51,2541.3333
25.07.2017-20:00,3.9,60,1010.8,139.1,21.4,53,695.5
25.07.2017-21:00,1.6,13,1011.1,17,19.5,62,370.5
25.07.2017-22:00,2.7,0,1011.2,-5.8,18.6,67,31.8334
25.07.2017-23:00,2.8,0,1011,-6.9,18.9,64,0
26.07.2017-00:00,2.3,0,1010.9,-7.1,18.1,71,0
26.07.2017-01:00,1.7,0,1010.9,-7,17.9,71,0
26.07.2017-02:00,2,0,1011,-6.8,17.8,72,0
26.07.2017-03:00,2.7,0,1011,-7.1,17.1,82,0
26.07.2017-04:00,2.6,0,1011,-6.1,15.8,95,0
26.07.2017-05:00,2.2,0,1011,4.3,15.7,93,0
26.07.2017-06:00,2.7,0,1010.3,69.3,16.3,85,69.6667
26.07.2017-07:00,2.7,9,1009.9,190.6,17.4,77,488.1666
26.07.2017-08:00,2.5,0,1009.4,203,17.7,73,1066.8332
26.07.2017-09:00,2.6,4,1009.2,274.8,18.6,67,1866.5001
26.07.2017-10:00,1,19,1008.7,389.6,19.7,58,3483.0001
26.07.2017-11:00,1.9,0,1008.5,251.9,19.9,60,2708.8333
26.07.2017-12:00,2.6,5,1007.9,378.6,20.9,57,2470.8333
26.07.2017-13:00,1.9,0,1007.7,223.6,20.2,57,2018.8334
26.07.2017-14:00,0.9,0,1007.3,98,20.4,58,1903
26.07.2017-15:00,1.8,0,1006.8,131.2,20.6,59,942.8333
26.07.2017-16:00,1.6,0,1006.4,207.1,21.1,61,674.8334
26.07.2017-17:00,1.7,5,1006,210.8,20.9,59,833.9999
26.07.2017-18:00,3,2,1005.8,178.3,20.6,61,1095.8334
26.07.2017-19:00,1.9,0,1005.6,58.8,20,61,869.8334
26.07.2017-20:00,2.3,0,1005.5,59.4,19.6,64,802.8333
26.07.2017-21:00,1,0,1005.7,4.1,18.7,71,225
26.07.2017-22:00,1.9,0,1005.6,-8,16.9,83,2.3333
26.07.2017-23:00,2.7,0,1005.7,-8.7,15.8,84,0
27.07.2017-00:00,2.8,0,1005.2,-6.8,16.4,79,0
27.07.2017-01:00,1.8,0,1004.8,-6.4,16.6,77,0
27.07.2017-02:00,1.2,0,1004.5,-7.2,16.7,77,0
27.07.2017-03:00,1.2,0,1004,-7.4,16.5,78,0
27.07.2017-04:00,1,0,1003.5,-7.1,16.5,77,0
27.07.2017-05:00,1.3,0,1003.4,7.3,16.2,81,0
27.07.2017-06:00,0.9,0,1003.3,19.2,16.3,82,0
27.07.2017-07:00,1.1,0,1003.1,29.3,16.1,91,0
27.07.2017-08:00,1.4,0,1002.9,112.6,17.1,85,539.8333
27.07.2017-09:00,1.5,1,1002.4,208.8,18.1,76,1240.6667
27.07.2017-10:00,0.8,1,1002,351.2,19.6,70,2129.8333
27.07.2017-11:00,2.1,0,1002,258.7,19.3,70,3648
27.07.2017-12:00,2.5,0,1002,230.4,19.5,68,2878.8333
27.07.2017-13:00,2.7,0,1002,286.6,19.5,68,2238.0001
27.07.2017-14:00,3.1,0,1002.1,95.7,18.9,65,1928.8334
27.07.2017-15:00,1.7,0,1002.2,159.4,17.2,89,1577.9999
27.07.2017-16:00,0.5,0,1001.8,215,17.9,87,808.3333
27.07.2017-17:00,1.1,0,1001.8,151.9,17.8,84,1156.1667
27.07.2017-18:00,1.6,0,1001.8,69.4,17.2,83,1054
27.07.2017-19:00,1.4,0,1001.6,48.4,17.3,81,586.1666
27.07.2017-20:00,1.5,0,1001.4,10.5,15.8,95,378.6667
27.07.2017-21:00,0.8,0,1001.6,-1.8,15.1,99,49.5001
27.07.2017-22:00,0.5,0,1001.3,-5.6,15.4,100,0
27.07.2017-23:00,1.6,0,1001.6,-4.4,14.9,99,0
28.07.2017-00:00,2.4,0,1001.6,-4.1,14.3,100,0
28.07.2017-01:00,1,0,1001.4,-4.8,13.9,100,0
28.07.2017-02:00,2.1,0,1001.1,-5,13.9,100,0
28.07.2017-03:00,1.1,0,1001.2,-5.5,14,100,0
28.07.2017-04:00,0.7,0,1001.2,-5.3,13.9,100,0
28.07.2017-05:00,1.8,0,1001.2,3.5,13.9,97,0
28.07.2017-06:00,1.3,0,1001.2,27.1,14.1,99,0
28.07.2017-07:00,1,3,1001.4,74.1,14.4,97,246.5
28.07.2017-08:00,2.6,18,1001.5,260.7,16,85,563.6666
28.07.2017-09:00,3.3,53,1001.7,401.4,16.4,79,1539.8334
28.07.2017-10:00,2.9,58,1001.7,611.8,18.6,65,2014.3333
28.07.2017-11:00,4.7,60,1001.9,680.6,19,52,3310.4999
28.07.2017-12:00,4.4,59,1001.8,744.8,20.5,51,4812.1666
28.07.2017-13:00,5,60,1001.7,798.7,20.4,48,4947.9998
28.07.2017-14:00,5.5,60,1002.1,758.6,20,50,6539.9998
28.07.2017-15:00,5.6,59,1002.5,690.7,19.6,49,7052.6666
28.07.2017-16:00,4.7,46,1002.6,461,18.9,54,6817.8334
28.07.2017-17:00,6,19,1002.7,213.5,18.4,56,5845.3336
28.07.2017-18:00,5.4,53,1003,301.5,17.8,60,4447.3333
28.07.2017-19:00,4.2,41,1003.3,165.2,17,64,2245.5
28.07.2017-20:00,4.1,21,1003.6,61.8,16.4,69,994.6667
28.07.2017-21:00,3.6,1,1004,7.6,15.5,75,248
28.07.2017-22:00,2.4,0,1004.1,-6.3,14.5,81,2.5
28.07.2017-23:00,2.7,0,1004.4,-7.1,14.2,84,0
29.07.2017-00:00,2.8,0,1004.5,-7,13.9,88,0
29.07.2017-01:00,1.2,0,1004.7,-7,13.2,94,0
29.07.2017-02:00,1.8,0,1004.4,-6.8,13.5,92,0
29.07.2017-03:00,2.1,0,1004.5,-6.8,13.1,95,0
29.07.2017-04:00,1.6,0,1004.3,-4.6,13,96,0
29.07.2017-05:00,0.8,1,1004.3,17.5,13.1,96,0
29.07.2017-06:00,1.5,10,1004.2,94.6,13.7,92,114.25
29.07.2017-07:00,1.7,19,1004.3,171.9,14.7,83,431.4999
29.07.2017-08:00,1.6,46,1004.6,276.4,15.6,81,711.6667
29.07.2017-09:00,2.1,34,1004.5,302.2,15.7,80,1015.6667
29.07.2017-10:00,2.9,19,1004.6,259.5,17,70,954.8333
29.07.2017-11:00,2.6,12,1004.6,271.5,17.1,73,1685.3333
29.07.2017-12:00,4.8,6,1004.5,372.8,17.1,71,1176.5
29.07.2017-13:00,4.4,17,1004.2,499.1,19.2,59,1166.3333
29.07.2017-14:00,2.9,1,1004,271,18.6,65,1734.6666
29.07.2017-15:00,1.6,56,1003.4,544.8,19.9,55,1474.1666
29.07.2017-16:00,1.5,37,1003.1,405.4,21,49,4620.3333
29.07.2017-17:00,2.4,9,1003.2,213.9,18.7,63,3393.8333
29.07.2017-18:00,2.7,0,1003.4,97.8,17.9,63,992.5
29.07.2017-19:00,2.4,0,1003.2,41.2,17.1,70,401.5
29.07.2017-20:00,2.2,0,1003.5,9.6,16.4,77,183.3334
29.07.2017-21:00,3.4,0,1003.6,-3.8,14.8,84,24
29.07.2017-22:00,2.9,0,1003.6,-6.3,14.4,89,0
29.07.2017-23:00,2.5,0,1003.9,-5.9,14.4,90,0
30.07.2017-00:00,2.2,0,1003.9,-6,14.5,91,0
30.07.2017-01:00,1.5,0,1004.4,-6.2,14.5,92,0
30.07.2017-02:00,0.8,0,1004.6,-6.8,14.4,93,0
30.07.2017-03:00,1.7,0,1004.6,-6.2,14.6,90,0
30.07.2017-04:00,1,0,1004.7,-5.6,14.3,89,0
30.07.2017-05:00,0.6,0,1004.7,4.5,14.5,92,0
30.07.2017-06:00,0.9,0,1004.9,23,15.1,89,35.75
30.07.2017-07:00,1.2,0,1005.2,22.4,15.1,91,310.3333
30.07.2017-08:00,1.5,0,1005.4,42.4,15.4,90,459.6667
30.07.2017-09:00,1.7,0,1005.5,136.1,15.9,83,644.3333
30.07.2017-10:00,0.8,5,1005.3,266.3,17.7,78,1076.8333
30.07.2017-11:00,2.5,11,1005.3,356.5,18.7,69,2798.1667
30.07.2017-12:00,4.2,11,1004.9,440,19.2,57,3085.9999
30.07.2017-13:00,3.9,24,1004.7,534.6,19.1,60,4000.6668
30.07.2017-14:00,3,0,1004.6,331.5,18.6,59,3338.6668
30.07.2017-15:00,2.4,1,1004.4,249.1,18.3,66,2956.3332
30.07.2017-16:00,1.4,0,1003.8,150.7,18.2,65,1372.8333
30.07.2017-17:00,2,0,1003.7,70.9,17.5,67,1356.1666
30.07.2017-18:00,1.1,0,1003.6,61.8,15.6,94,351.6666
30.07.2017-19:00,3.1,0,1003,14.3,15.1,93,411.3333
30.07.2017-20:00,4.3,0,1001.8,1.4,15.5,90,91.5
30.07.2017-21:00,2.7,0,1001.7,-2.5,15,96,12.8333
30.07.2017-22:00,1.5,0,1001.3,-4.1,15.1,95,0
30.07.2017-23:00,0.9,0,1001.4,-4.8,15,99,0
31.07.2017-00:00,0.9,0,1001.1,-5.7,15.4,100,0
31.07.2017-01:00,3.4,0,1001.1,-6.2,15.1,98,0
31.07.2017-02:00,3.5,0,1001.4,-5.3,14.8,98,0
31.07.2017-03:00,4.1,0,1001.9,-5,14,94,0
31.07.2017-04:00,3.8,0,1002,-5.1,13.6,94,0
31.07.2017-05:00,2,0,1002.3,-0.2,13.7,94,0
31.07.2017-06:00,3.8,0,1003.1,18.3,13.8,92,0
31.07.2017-07:00,3.8,0,1003.5,84.4,14.4,85,22.3333
31.07.2017-08:00,5.3,27,1003.9,266.2,16.1,76,217.1667
31.07.2017-09:00,3.5,52,1004.6,446.2,17.5,71,730.1666
31.07.2017-10:00,5.8,60,1005,628.5,18.1,65,2562.1667
31.07.2017-11:00,6.7,56,1005.3,665.3,18.9,59,3767.4999
31.07.2017-12:00,5.9,35,1005.5,645.5,19.7,56,5274.3334
31.07.2017-13:00,5.3,37,1005.8,613.4,19.5,54,6953
31.07.2017-14:00,6.1,43,1005.7,684.8,21,55,7170.8334
31.07.2017-15:00,6.4,21,1006.4,286.3,18.4,65,4708.6668
31.07.2017-16:00,1,0,1007.5,87.4,15.1,92,2918.4999
31.07.2017-17:00,2.8,3,1007.7,183.2,16.3,84,1462.3333
31.07.2017-18:00,4.7,0,1008.1,72.2,15.5,82,3619
31.07.2017-19:00,1.9,14,1008.1,115.6,15.6,86,1293.6667
31.07.2017-20:00,3.5,0,1008.3,18.1,16.1,91,758.1666
31.07.2017-21:00,4.2,0,1008.8,-1.6,15.4,82,173.6666
31.07.2017-22:00,2.5,0,1008.9,-6.5,14.8,93,0
31.07.2017-23:00,4.2,0,1009.1,-6.2,14.9,95,0
01.08.2017-00:00,4.1,0,1009.2,-6,15.1,92,0
01.08.2017-01:00,3.2,0,1009.5,-6,14.5,90,0
01.08.2017-02:00,3.3,0,1009.4,-6.5,13.7,90,0
01.08.2017-03:00,2.9,0,1010,-6.6,13.8,91,0
01.08.2017-04:00,1.9,0,1010.2,-5.3,13.3,92,0
01.08.2017-05:00,2,0,1010.7,9.3,13,94,0
01.08.2017-06:00,2.9,0,1011.2,35.9,13.3,93,140.5
01.08.2017-07:00,1.9,12,1011.8,123.8,14,88,314.8333
01.08.2017-08:00,1.8,1,1012.2,156.4,14.7,84,518.3333
01.08.2017-09:00,3,28,1012.4,293.4,16.3,72,1277.8333
01.08.2017-10:00,3.1,47,1012.3,492.7,18.8,60,1772.1667
01.08.2017-11:00,5.2,55,1012.7,711,18.2,65,4445.0002
01.08.2017-12:00,3.9,48,1012.4,680.9,18.8,58,6147
01.08.2017-13:00,4.3,21,1012.3,532.5,19.8,56,5934.3334
01.08.2017-14:00,5.6,22,1012.7,458.4,17.2,79,6985.8332
01.08.2017-15:00,3.6,15,1012.6,371.4,18.8,76,1844.8334
01.08.2017-16:00,4,23,1012.7,362,17.6,73,3412.1667
01.08.2017-17:00,3.7,0,1012.5,111.3,17.3,73,6453.3332
01.08.2017-18:00,4.7,0,1012.2,85.4,17.1,78,1315
01.08.2017-19:00,3.6,0,1011.9,86.7,17.1,75,1245
01.08.2017-20:00,2.6,0,1012,22.4,16.6,82,512.0001
01.08.2017-21:00,3.2,0,1011.6,-0.2,16.2,79,35.6667
01.08.2017-22:00,3.8,0,1011.7,-6.6,15.9,88,0
01.08.2017-23:00,2.7,0,1011.4,-6.8,15.1,90,0
02.08.2017-00:00,3,0,1010.8,-6.8,15.1,91,0
02.08.2017-01:00,2,0,1010.5,-7.3,14.2,95,0
02.08.2017-02:00,1.6,0,1009.9,-8.2,13.2,98,0
02.08.2017-03:00,0.2,0,1009.8,-8.1,12.4,98,0
02.08.2017-04:00,1,0,1009.6,-6.5,11.7,100,0
02.08.2017-05:00,2.1,0,1009.6,-4,13.4,100,0
02.08.2017-06:00,2.6,0,1009.3,1.8,13.2,100,0
02.08.2017-07:00,1.5,0,1009.3,34.6,13.7,99,0
02.08.2017-08:00,3.7,0,1009.3,26.8,13.6,96,449
02.08.2017-09:00,2.5,12,1009.1,250.6,15.4,91,561.3333
02.08.2017-10:00,2.5,9,1009.1,293.7,16.4,82,1760.1666
02.08.2017-11:00,2.9,26,1008.7,425.2,16.5,78,3703.6666
02.08.2017-12:00,1.7,0,1008.5,78.4,15.1,91,5119.5
02.08.2017-13:00,2.4,41,1008.2,593.8,20,56,742.3334
02.08.2017-14:00,5.1,60,1007.8,804.8,19.6,58,3705.3335
02.08.2017-15:00,3.8,22,1008,379.5,18.9,62,7311.3332
02.08.2017-16:00,5.7,41,1008,375.2,18,63,5944.5001
02.08.2017-17:00,5.2,49,1007.9,393.3,19.3,58,3950.8332
02.08.2017-18:00,3.5,54,1007.8,312.6,18.4,63,4537.3333
02.08.2017-19:00,4.2,60,1007.9,200.7,17.7,64,2907.1667
02.08.2017-20:00,3.1,39,1008.5,62.4,16.8,71,1138.3333
02.08.2017-21:00,1.9,13,1008.9,5.7,15.5,75,157.8334
02.08.2017-22:00,1.5,0,1009.6,-7.6,14.6,81,0
02.08.2017-23:00,1.6,0,1009.6,-8.2,12.8,91,0
03.08.2017-00:00,1.1,0,1010,-8.6,11.7,95,0
03.08.2017-01:00,1.1,0,1009.8,-8.1,10.8,96,0
03.08.2017-02:00,2.2,0,1009.9,-7.8,10.5,97,0
03.08.2017-03:00,2.4,0,1009.9,-7.5,9.9,95,0
03.08.2017-04:00,2.3,0,1009.9,-6.2,9.4,97,0
03.08.2017-05:00,2.1,16,1010,18.3,9.7,96,0
03.08.2017-06:00,1.8,44,1009.7,91.7,11,92,0
03.08.2017-07:00,1.2,50,1009.6,181.4,13.6,85,285.8333
03.08.2017-08:00,1,54,1009.1,319,16.2,76,630.3332
03.08.2017-09:00,1.2,60,1008.8,493.8,17.6,65,947.5
03.08.2017-10:00,1.5,60,1007.8,598.4,18.8,59,2798.3333
03.08.2017-11:00,1.1,38,1007.2,466.3,19,61,3999.3333
03.08.2017-12:00,1.4,37,1006.1,572,20.8,51,5571.5002
03.08.2017-13:00,2.4,16,1005.4,409.2,20.2,48,5309.8334
03.08.2017-14:00,2.9,0,1004.5,196.1,19.4,52,4078.5001
03.08.2017-15:00,2.4,0,1003.5,90.6,18.3,66,1792.1667
03.08.2017-16:00,2.9,0,1002.8,120.8,18,62,944.1666
03.08.2017-17:00,3.8,0,1002.5,61.2,15.6,82,647.8334
03.08.2017-18:00,2.9,0,1001.2,22,15.1,85,293.1666
03.08.2017-19:00,2,0,1000.8,0.7,14.8,86,206
03.08.2017-20:00,3.5,0,999.9,0.5,14,94,71.8333
03.08.2017-21:00,3.5,0,998.9,-5.1,14,94,0
03.08.2017-22:00,3.8,0,998.1,-4.1,13.7,97,0
03.08.2017-23:00,2.9,0,997.3,-4.4,13.7,98,0
04.08.2017-00:00,2.8,0,996.6,-4.4,13.7,100,0
04.08.2017-01:00,1.5,0,996,-5.2,14.2,99,0
04.08.2017-02:00,2.8,0,995.7,-5.9,14.7,100,0
04.08.2017-03:00,3.2,0,995.6,-5.5,14.2,98,0
04.08.2017-04:00,2.5,0,995.4,-5.3,14.2,100,0
04.08.2017-05:00,3.2,0,995.3,0.7,14,98,0
04.08.2017-06:00,2.4,0,995.3,21,13.9,98,0
04.08.2017-07:00,3.1,0,995.2,64.5,14.1,96,175
04.08.2017-08:00,2.4,0,995.3,108.5,14.6,93,609.5001
04.08.2017-09:00,2.4,0,995.2,87.7,15.1,90,1758.3333
04.08.2017-10:00,1.8,15,994.8,385,17.4,81,3235.5
04.08.2017-11:00,2.5,19,994.9,469.6,18.1,71,4647.0001
04.08.2017-12:00,2.1,22,994.5,560.4,19.8,69,4361.6666
04.08.2017-13:00,3.5,60,994.3,784,20,63,6683.1666
04.08.2017-14:00,3.2,48,994.2,683.1,20.3,59,6858.1668
04.08.2017-15:00,2.6,6,994.3,233.2,17.7,80,3812.1666
04.08.2017-16:00,3.3,22,994,248.2,18.2,74,1096.1666
04.08.2017-17:00,4.1,0,994.1,37.8,15.6,83,3315.1666
04.08.2017-18:00,1.1,0,994.8,18.2,14.1,98,922.8334
04.08.2017-19:00,1.2,9,995,192.6,15.5,86,214.5
04.08.2017-20:00,1.4,1,995.3,64.6,14.9,95,148.8333
04.08.2017-21:00,2.2,0,995.5,2.3,14.2,99,483.1666
04.08.2017-22:00,1.5,0,995.4,-6.4,14.2,99,0
04.08.2017-23:00,2.1,0,995.8,-6.5,14.5,97,0
05.08.2017-00:00,2.8,0,996.1,-6.2,14.8,96,0
05.08.2017-01:00,1,0,996.3,-6.9,14.3,96,0
05.08.2017-02:00,0.3,0,996.6,-8.1,13.9,100,0
05.08.2017-03:00,2.5,0,997,-7.5,14,97,0
05.08.2017-04:00,2.4,0,997.4,-6.2,13.8,97,0
05.08.2017-05:00,1.9,0,998,2,13.9,96,0
05.08.2017-06:00,1.1,0,998.4,36.9,14.5,93,0
05.08.2017-07:00,1.8,0,998.9,87.2,15.4,88,217.8334
05.08.2017-08:00,0.7,3,999.6,130.6,16.4,83,708.1667
05.08.2017-09:00,2.1,11,1000,266.2,16.6,77,1041.8334
05.08.2017-10:00,1.8,8,1000.5,355.7,16.8,76,907
05.08.2017-11:00,1.8,37,1000.4,526.4,19.2,63,2039.5
05.08.2017-12:00,1,25,1000.4,504.7,19,64,5025.3334
05.08.2017-13:00,3.4,13,1000.7,372.3,18.2,86,6009.6667
05.08.2017-14:00,1.1,16,1000.9,474.4,18.6,70,6474.3334
05.08.2017-15:00,2.3,40,1001.1,402.1,19.8,70,2463.5
05.08.2017-16:00,2.1,0,1001.3,236,18.6,75,1176.8334
05.08.2017-17:00,2.1,44,1001.7,350,19.2,68,1266.5
05.08.2017-18:00,2.1,0,1001.5,197.6,17.9,74,985.1667
05.08.2017-19:00,3.2,10,1001.6,109,17.1,84,1365
05.08.2017-20:00,1.7,0,1002.1,37.6,16.1,82,715
05.08.2017-21:00,1.6,0,1002.4,-1.2,15.5,91,51
05.08.2017-22:00,0.9,0,1002.4,-6.9,15.5,88,0
05.08.2017-23:00,1.1,0,1002.6,-7.1,15.3,88,0
06.08.2017-00:00,0.6,0,1002.7,-6.8,14.8,92,0
06.08.2017-01:00,0.3,0,1002.8,-7.2,14.3,98,0
06.08.2017-02:00,1.3,0,1002.9,-7.8,14.3,99,0
06.08.2017-03:00,0.8,0,1002.9,-8.9,14.3,99,0
06.08.2017-04:00,0.5,0,1002.9,-7.7,14.1,100,0
06.08.2017-05:00,0.9,0,1003,-3.3,13.9,100,0
06.08.2017-06:00,0.8,0,1003.4,5.1,13.9,100,0
06.08.2017-07:00,2.2,0,1003.8,17,13.8,100,111.0833
06.08.2017-08:00,1.2,0,1004.4,43.6,13.7,100,447
06.08.2017-09:00,1.4,0,1004.9,115.8,14.3,100,650
06.08.2017-10:00,1.7,0,1005.5,141.2,14.9,100,1053.3333
06.08.2017-11:00,2.8,0,1005.9,234.7,15.1,96,2250.3334
06.08.2017-12:00,2.9,0,1006.4,282.9,15.2,91,1868.1667
06.08.2017-13:00,3.2,0,1006.8,290.2,15.5,92,2030.1667
06.08.2017-14:00,3.3,0,1007.1,275.5,16.2,87,2916.1667
06.08.2017-15:00,2.5,0,1007.5,291.1,16.4,80,3253.3333
06.08.2017-16:00,3,12,1007.5,290,17.4,71,3901.8333
06.08.2017-17:00,2.4,16,1007.8,243.5,17.5,70,1966.5
06.08.2017-18:00,1.7,0,1007.9,105.2,17.1,76,1126.4999
06.08.2017-19:00,1.4,0,1008.4,51,16.5,77,804.6668
06.08.2017-20:00,1.2,0,1008.7,20.1,16,82,332.4999
06.08.2017-21:00,1.5,1,1009.1,-0.3,15.4,91,93.5
06.08.2017-22:00,2.7,0,1009.4,-7.3,14.9,89,0
06.08.2017-23:00,2.7,0,1010.1,-7.9,14.6,69,0
07.08.2017-00:00,2.2,0,1010.4,-7.6,13.9,67,0
07.08.2017-01:00,1.6,0,1010.7,-7.9,12.1,81,0
07.08.2017-02:00,1.7,0,1011,-7.7,11.2,86,0
07.08.2017-03:00,1.9,0,1011.4,-8.2,10.2,94,0
07.08.2017-04:00,0.4,0,1011.9,-7.8,9.3,99,0
07.08.2017-05:00,1.3,0,1012.1,1.7,9.6,97,0
07.08.2017-06:00,0.1,17,1012.3,58,11.5,93,0
07.08.2017-07:00,1.6,6,1012.4,129.7,13.6,79,445.3334
07.08.2017-08:00,1.8,41,1012.6,256,15.4,73,624.6667
07.08.2017-09:00,1.9,60,1012.7,379.7,16.8,65,400
07.08.2017-10:00,2.6,60,1012.9,585.6,18.2,60,2281.3333
07.08.2017-11:00,4.3,60,1012.8,663.1,18.6,51,4458.0001
07.08.2017-12:00,5,60,1013.1,704.8,18.2,55,5697.1668
07.08.2017-13:00,4,12,1013.3,449.8,18.5,53,6495.1668
07.08.2017-14:00,7.6,0,1013.9,253,16.7,57,4192.3334
07.08.2017-15:00,4.1,0,1014.5,126.7,14.4,79,1609.5
07.08.2017-16:00,3.5,0,1014.1,43.8,13.5,97,1039.8333
07.08.2017-17:00,2.6,0,1013.4,23.9,13.3,97,782.3334
07.08.2017-18:00,4.2,0,1012.3,9.4,13.3,96,446.8333
07.08.2017-19:00,4.4,0,1011.9,4.8,14,99,143.5001
07.08.2017-20:00,4.4,0,1012.2,1.9,14.6,97,56.3333
07.08.2017-21:00,3.6,0,1012.7,-3.9,14.6,97,31.5
07.08.2017-22:00,2.3,0,1013.2,-5.5,14.6,97,0
07.08.2017-23:00,3,0,1013.5,-5.7,14.6,96,0
08.08.2017-00:00,3,0,1013.9,-5.9,14.3,97,0
08.08.2017-01:00,2.9,0,1014.3,-5.8,14,97,0
08.08.2017-02:00,2.5,0,1014.5,-6,13.6,97,0
08.08.2017-03:00,2.1,0,1014.8,-6.3,13.4,98,0
08.08.2017-04:00,2.6,0,1014.9,-6,13.2,96,0
08.08.2017-05:00,1.9,0,1015.3,6.5,13,96,0
08.08.2017-06:00,1.9,4,1015.7,40.6,13.3,95,31.3333
08.08.2017-07:00,1.4,0,1016,92.6,14.1,91,318.3333
08.08.2017-08:00,2.5,52,1016.4,363.2,15.8,82,466.8334
08.08.2017-09:00,1.1,58,1016.7,394.2,16.3,77,694.8333
08.08.2017-10:00,2,59,1017,557.2,18,69,2525
08.08.2017-11:00,3.3,60,1017.1,656.4,18.7,61,3230.5
08.08.2017-12:00,4.2,60,1017.5,644.5,19.1,61,3202.3334
08.08.2017-13:00,3.9,60,1017.5,673.5,19.5,56,5981
08.08.2017-14:00,3.4,60,1017.2,735.2,19.8,55,3539.6667
08.08.2017-15:00,3.1,60,1017.1,559.9,20,56,5223.5
08.08.2017-16:00,3,59,1017.4,459.6,19.6,56,5102.1668
08.08.2017-17:00,1.9,60,1017.1,375.4,20.2,53,3115.1667
08.08.2017-18:00,2.1,60,1017.3,229.4,19.3,52,2776.8333
08.08.2017-19:00,1.5,30,1017.6,145.9,18.8,58,1845
08.08.2017-20:00,1.2,9,1018,31.2,17.4,67,699.6667
08.08.2017-21:00,1.5,3,1018.2,-3,16.7,76,94.6667
08.08.2017-22:00,2.4,0,1018.2,-7,16.1,76,0
08.08.2017-23:00,2.7,0,1018.1,-6.8,15.7,79,0
09.08.2017-00:00,2.7,0,1017.8,-6.9,15.8,75,0
09.08.2017-01:00,4,0,1017.4,-6.3,15.9,72,0
09.08.2017-02:00,1.2,0,1018.5,-5.8,13.9,100,0
09.08.2017-03:00,4,0,1017.7,-3.9,13.9,96,0
09.08.2017-04:00,5.1,0,1017,-5.2,14.1,96,0
09.08.2017-05:00,5.2,0,1016.2,-3,14.3,94,0
09.08.2017-06:00,3.6,0,1016.1,4.2,14.4,94,0
09.08.2017-07:00,4.2,2,1016,36.6,14.6,96,0
09.08.2017-08:00,4.7,0,1015.3,117.4,15,93,533.8333
09.08.2017-09:00,5.5,0,1014.9,49.5,14.8,94,536.5
09.08.2017-10:00,6.3,0,1014.6,35.2,14.8,92,525.8334
09.08.2017-11:00,5.6,0,1014.1,18.3,14.6,96,194.3332
09.08.2017-12:00,6.2,0,1013.4,80.6,15.2,92,77.8334
09.08.2017-13:00,5.8,0,1012.9,68.8,14.8,95,199.6666
09.08.2017-14:00,4.8,0,1012.6,21.4,14.7,97,137.8334
09.08.2017-15:00,4,0,1012.1,11,14.5,100,0
09.08.2017-16:00,3.7,0,1011.8,9.1,14.6,100,0
09.08.2017-17:00,5.7,0,1011.1,14.2,14.4,100,71.8334
09.08.2017-18:00,4.6,0,1010.6,14.4,14.7,99,16.8333
09.08.2017-19:00,2.8,0,1010.7,23.2,14.8,99,11.1667
09.08.2017-20:00,3.3,0,1010.5,4.8,14.9,98,0
09.08.2017-21:00,1.9,0,1010.8,-4.6,14.8,98,0
09.08.2017-22:00,2.5,0,1011,-6.8,14.8,98,0
09.08.2017-23:00,2.8,0,1010.9,-7,14.8,97,0
10.08.2017-00:00,1.2,0,1011.2,-6.6,14.7,98,0
10.08.2017-01:00,0.7,0,1011,-6.8,14.2,100,0
10.08.2017-02:00,0.7,0,1011.3,-6.2,14.2,100,0
10.08.2017-03:00,1,0,1011.5,-6,14.4,100,0
10.08.2017-04:00,0.6,0,1011.4,-8.1,13.5,100,0
10.08.2017-05:00,1.3,0,1011.5,-0.6,12.7,100,0
10.08.2017-06:00,0.8,26,1012.1,53.6,13.4,100,0
10.08.2017-07:00,1.3,3,1012.4,69.2,14.4,98,37.5
10.08.2017-08:00,2.1,53,1012.7,347.2,17.3,85,700.6666
10.08.2017-09:00,2,23,1013.3,288.6,18.1,77,576.3333
10.08.2017-10:00,2.2,51,1013.3,464.6,19,73,2276.8333
10.08.2017-11:00,2,60,1013.3,674.4,20.7,72,3211.8334
10.08.2017-12:00,3,58,1013.5,766.7,21,66,3169.3333
10.08.2017-13:00,3.6,59,1013.6,698.5,22.4,50,4439.3332
10.08.2017-14:00,2.4,31,1013.7,435.6,21.8,57,5831
10.08.2017-15:00,3.3,60,1013.8,625.6,21.8,49,3302.6666
10.08.2017-16:00,3.6,55,1013.7,466.1,23.4,41,4737.4999
10.08.2017-17:00,2.9,60,1013.8,375.7,23.2,39,4828.1666
10.08.2017-18:00,4.4,60,1013.7,292.7,21.9,41,3617.8333
10.08.2017-19:00,2.3,55,1014,143.6,20.6,46,2506.6666
10.08.2017-20:00,1.4,42,1014.3,40.5,18.4,55,679.0001
10.08.2017-21:00,1.6,0,1014.5,-3.8,17.3,86,91.1667
10.08.2017-22:00,1.8,0,1014.8,-7.7,15.2,92,0
10.08.2017-23:00,0.7,0,1015.1,-7.9,13.9,95,0
11.08.2017-00:00,2,0,1015.4,-8.9,13.2,97,0
11.08.2017-01:00,2.2,0,1015,-7.8,12.5,99,0
11.08.2017-02:00,1.5,0,1014.6,-7.5,11.8,100,0
11.08.2017-03:00,1.9,0,1013.9,-7.4,11.4,99,0
11.08.2017-04:00,2.5,0,1013.7,-7,10.9,100,0
